Student_Name,Gender,Date_of_birth,Age,Father's_name,Mother's_name,Guardian's_name,Orphan,no_of_siblings,Adhaar_No,Address,state,PinCode,Mobile_Number,Contact_email_id,mother_tongue,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,pwd,indian_nationality,out_of_school_child,dropped_continued,contact_no,aadhar_no,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,debt,family_annual_income,no_of_children,academic_stream,status_in_previous_year,appreared_previous_exam,results_in_previous_year_type,mental_issues,drug_addiction ,label
Tyler Emmerson,1,10-12-2004,17,Mr.Emmerson,Mrs.Emmerson,-,0,1,4.30E+11,,18,572224,9043095051,,1,1,3,0,0,1,1,1,0,0,8036818509,3.95E+11,1,2,1,1,0,2,2,4,4,0,1,0,1,5
Nicolle Rabley,1,06-03-2007,15,Mr.Rabley,Mrs.Rabley,-,1,2,4.14E+11,,24,622373,8995342220,,0,4,2,1,1,0,1,1,0,1,9186734381,1.66E+11,3,5,0,1,1,0,3,4,3,0,2,1,1,7
Fanni Nellen,0,21-02-2008,14,Mr.Nellen,Mrs.Nellen,-,0,1,2.31E+11,,10,892771,9941129204,,0,1,6,0,0,1,0,1,0,0,8189896201,4.37E+11,0,4,1,1,0,1,2,2,1,0,1,0,1,5
Elka Willoughway,0,10-11-2006,15,Mr.Willoughway,Mrs.Willoughway,-,0,1,8.20E+11,,8,637698,9079707873,,0,2,2,0,0,1,0,1,0,0,9362000377,9.16E+11,5,2,0,1,0,1,2,5,1,0,4,1,0,4
Odelle Combes,0,14-11-2004,17,Mr.Combes,Mrs.Combes,-,0,2,4.23E+11,,25,845043,8036145871,,1,2,6,0,1,0,0,1,1,1,8351502147,9.26E+11,3,5,0,1,1,0,3,5,2,1,3,1,1,7
Law Jeannard,1,01-06-2002,20,Mr.Jeannard,Mrs.Jeannard,-,0,1,3.60E+11,,16,492607,8202625028,,0,4,1,1,0,1,0,1,1,0,8980252043,6.12E+11,5,5,0,0,0,1,2,2,4,1,4,0,0,4
Wrennie Tungay,1,05-08-2005,17,Mr.Tungay,Mrs.Tungay,-,0,1,6.92E+11,,26,876766,9076125782,,0,4,1,1,1,1,1,1,0,0,9674589802,2.55E+11,4,3,0,0,1,1,2,5,2,0,4,0,0,5
Austen Giuroni,0,25-07-2006,16,Mr.Giuroni,Mrs.Giuroni,-,0,1,5.99E+11,,4,754027,7871916828,,0,1,7,1,1,1,0,1,0,0,9475998256,1.23E+11,1,1,0,0,0,1,2,5,2,0,4,1,0,5
Camella Scroyton,0,13-10-2004,17,Mr.Scroyton,Mrs.Scroyton,-,0,1,2.20E+11,,26,325933,8735298483,,1,2,6,1,1,1,1,1,0,1,7982084773,6.45E+11,4,2,0,0,1,2,2,4,4,1,3,1,0,8
Artie Achromov,0,01-04-2001,21,Mr.Achromov,Mrs.Achromov,-,0,1,3.75E+11,,12,385325,9757553151,,1,3,4,1,0,1,0,1,0,1,8174761525,5.97E+11,5,1,1,0,1,0,2,2,3,1,1,1,0,7
Isabella Porritt,0,02-10-2005,16,Mr.Porritt,Mrs.Porritt,-,0,2,5.44E+11,,4,607417,9084566483,,1,3,7,1,1,0,1,1,1,1,8782964207,3.68E+11,5,5,1,0,1,0,3,1,2,1,3,1,0,8
Arliene Garnsey,1,02-09-2005,17,Mr.Garnsey,Mrs.Garnsey,-,0,2,8.58E+11,,31,427674,8168970008,,1,3,4,0,1,0,0,1,1,0,9804057052,9.04E+11,4,0,0,1,0,2,3,5,3,0,2,0,0,5
Valida Loyndon,1,10-06-2003,19,Mr.Loyndon,Mrs.Loyndon,-,0,2,5.01E+11,,14,497916,8855810863,,1,3,7,0,0,0,1,1,1,0,9323517214,5.22E+11,0,5,0,1,1,1,3,3,1,1,1,0,1,4
Shelbi Attenbarrow,1,04-03-2002,20,Mr.Attenbarrow,Mrs.Attenbarrow,-,0,1,3.61E+11,,29,256052,9547449707,,0,3,3,0,1,0,1,1,0,0,8635394100,4.35E+11,0,1,1,0,0,1,2,3,2,1,2,0,0,5
Tisha Crimpe,0,25-05-2006,16,Mr.Crimpe,Mrs.Crimpe,-,0,1,5.42E+11,,28,687075,7939257500,,1,2,3,0,1,0,0,1,0,0,9185707109,2.87E+11,1,2,1,0,1,0,2,4,2,1,3,0,1,6
Gwenore Driscoll,1,18-05-2002,20,Mr.Driscoll,Mrs.Driscoll,-,0,1,4.50E+11,,28,513177,8272216767,,1,4,7,0,1,1,1,1,0,1,9418004155,6.67E+11,2,5,1,1,0,0,2,1,2,1,2,1,1,7
Isabelle Backhouse,1,28-09-2003,18,Mr.Backhouse,Mrs.Backhouse,-,0,1,3.19E+11,,13,663937,8142513215,,1,2,3,1,0,0,1,1,0,0,9936605093,5.69E+11,2,0,0,1,0,2,2,3,4,0,4,0,1,5
Barbe Mournian,0,02-05-2004,18,Mr.Mournian,Mrs.Mournian,-,0,1,1.13E+11,,4,871501,8358998064,,1,4,6,0,0,1,1,1,1,1,9069672190,8.17E+11,1,0,1,1,0,0,2,2,3,0,2,1,1,7
Sayre Flippen,0,15-05-2003,19,Mr.Flippen,Mrs.Flippen,-,0,2,4.81E+11,,17,460844,9796246091,,0,4,3,0,0,0,0,1,1,1,9330905067,1.54E+11,0,5,1,1,1,0,3,1,4,0,4,1,0,7
Zahara Innwood,0,10-10-2004,17,Mr.Innwood,Mrs.Innwood,-,0,2,1.25E+11,,15,999081,8340577137,,1,2,4,0,1,0,0,1,0,0,9760300572,6.68E+11,1,4,1,1,1,2,3,1,1,1,4,0,0,5
Othilia Brozsset,1,17-02-2003,19,Mr.Brozsset,Mrs.Brozsset,-,0,1,5.55E+11,,9,372774,8584312662,,1,1,4,1,1,0,1,1,0,0,8467098765,6.30E+11,2,0,0,0,1,2,2,3,1,0,4,1,0,6
Caspar Greenrod,0,06-01-2007,15,Mr.Greenrod,Mrs.Greenrod,-,0,2,6.59E+11,,10,580031,8394463939,,0,4,6,1,0,0,0,1,1,0,8707684105,8.32E+11,2,5,0,0,1,1,3,3,3,0,3,1,0,4
Anissa Woodward,1,28-10-2002,19,Mr.Woodward,Mrs.Woodward,-,0,1,6.02E+11,,29,780476,8920789573,,1,3,4,0,1,0,0,1,0,0,9415125817,5.89E+11,2,1,1,0,1,1,2,5,2,0,4,1,0,5
Moises Patesel,0,10-05-2002,20,Mr.Patesel,Mrs.Patesel,-,0,1,6.45E+11,,4,715211,9069808132,,1,2,6,1,1,1,0,1,1,1,8551801426,7.63E+11,1,5,0,1,1,1,2,2,3,1,1,1,1,7
Jade Pietersma,1,01-08-2005,17,Mr.Pietersma,Mrs.Pietersma,-,0,2,5.03E+11,,3,360757,9520718810,,1,3,5,0,1,0,0,1,0,1,8133195390,4.71E+11,5,1,0,1,1,0,3,2,3,1,3,0,1,7
Melantha Gleasane,1,08-06-2004,18,Mr.Gleasane,Mrs.Gleasane,-,0,2,5.16E+11,,9,268519,8134341355,,0,2,3,0,1,1,1,1,1,0,8578967817,2.34E+11,3,2,1,1,0,2,3,2,2,0,1,1,0,6
Christoph Madgett,1,17-03-2007,15,Mr.Madgett,Mrs.Madgett,-,0,2,9.04E+11,,31,455195,9055780150,,0,1,6,1,1,0,0,1,1,0,9139364775,9.75E+11,4,1,1,0,0,0,3,3,3,1,1,0,1,5
Carmelita Bails,1,02-03-2002,20,Mr.Bails,Mrs.Bails,-,0,1,4.13E+11,,33,285192,8961826666,,0,2,7,1,1,1,1,1,1,1,8693720567,3.35E+11,1,5,0,1,1,2,2,3,1,1,2,0,1,7
Sharity Hulance,1,19-12-2002,19,Mr.Hulance,Mrs.Hulance,-,0,1,1.76E+11,,15,502813,9692323973,,1,1,5,0,0,0,0,1,1,0,8655002667,3.40E+11,5,5,1,1,0,1,2,2,4,1,3,0,1,6
Wolfy Easeman,0,29-03-2005,17,Mr.Easeman,Mrs.Easeman,-,0,1,5.73E+11,,8,838787,9506451633,,1,3,7,1,0,0,0,1,1,0,8393441182,4.84E+11,4,2,1,1,0,2,2,2,2,1,2,1,1,6
Nelie Fenne,0,31-01-2002,20,Mr.Fenne,Mrs.Fenne,-,1,1,9.36E+11,,10,438969,8375923288,,1,2,1,1,1,1,1,1,1,1,8027265709,9.64E+11,2,4,1,0,0,1,2,3,2,1,3,1,1,8
Brok Bend,1,14-11-2005,16,Mr.Bend,Mrs.Bend,-,0,1,7.62E+11,,10,480692,9848326993,,1,4,3,1,1,0,1,1,1,0,8965624094,9.83E+11,4,1,0,1,0,2,2,2,3,1,2,0,0,4
Doris Fairchild,0,21-11-2000,21,Mr.Fairchild,Mrs.Fairchild,-,0,2,3.10E+11,,14,274161,9209481881,,0,1,2,0,0,0,0,1,0,0,9046820537,2.71E+11,1,0,1,0,1,1,3,2,3,0,4,0,0,4
Lamar Ullett,1,29-04-2004,18,Mr.Ullett,Mrs.Ullett,-,0,2,8.23E+11,,12,912606,9275082812,,1,3,3,1,1,0,0,1,0,1,8390053510,7.38E+11,0,3,1,1,0,2,3,4,2,1,4,1,1,7
Niall Fassum,1,04-12-2005,16,Mr.Fassum,Mrs.Fassum,-,0,1,5.82E+11,,8,269873,8627997066,,1,2,1,0,1,0,0,1,0,1,9165059989,2.83E+11,2,3,0,1,1,2,2,2,4,0,4,1,1,7
Sutherlan O'Heffernan,1,19-10-2007,14,Mr.O'Heffernan,Mrs.O'Heffernan,-,0,1,6.07E+11,,30,412545,9432324437,,1,3,1,1,1,0,0,1,0,0,9156782601,2.75E+11,1,0,1,0,0,2,2,5,2,0,4,0,1,6
Nady McGurn,1,10-07-2000,22,Mr.McGurn,Mrs.McGurn,-,0,2,8.20E+11,,1,926254,9849624978,,1,4,3,0,0,1,0,1,1,0,8643187179,6.23E+11,3,0,1,0,0,1,3,4,1,1,2,1,0,5
Diana Faiers,0,07-01-2003,19,Mr.Faiers,Mrs.Faiers,-,0,1,6.50E+11,,22,322369,9586761215,,1,4,2,1,0,0,0,1,0,0,8609281155,2.50E+11,4,1,1,1,0,2,2,2,1,1,4,1,0,4
Ricki Jermey,0,03-08-2001,21,Mr.Jermey,Mrs.Jermey,-,0,1,8.16E+11,,5,882246,7806219140,,0,3,2,1,1,0,0,1,1,1,8596363340,5.43E+11,3,4,1,1,1,2,2,5,2,0,4,1,0,7
Antonella Yegorkov,0,08-04-2008,14,Mr.Yegorkov,Mrs.Yegorkov,-,1,2,4.40E+11,,10,522538,8224537736,,0,3,3,1,0,1,0,1,1,0,9839825949,2.35E+11,5,5,1,0,1,2,3,1,3,0,1,1,1,6
Ashleigh Sysland,1,17-12-2000,21,Mr.Sysland,Mrs.Sysland,-,1,2,1.25E+11,,6,532806,8710415745,,1,4,2,0,1,1,1,1,1,0,9860274435,8.42E+11,2,1,0,0,1,0,3,1,1,1,1,0,1,4
Dora Dowderswell,0,14-02-2008,14,Mr.Dowderswell,Mrs.Dowderswell,-,0,2,3.89E+11,,14,598186,8479471813,,1,1,4,0,1,1,1,1,0,1,8429703730,3.83E+11,3,3,0,0,1,0,3,4,1,0,2,1,0,7
Georgeanna Langtree,1,30-07-2003,19,Mr.Langtree,Mrs.Langtree,-,1,1,5.24E+11,,20,211785,8752112098,,1,2,7,0,0,1,0,1,1,0,8492559648,4.32E+11,2,1,1,0,1,2,2,5,1,0,2,1,0,6
Elfrieda Ballach,0,18-07-2002,20,Mr.Ballach,Mrs.Ballach,-,1,1,7.78E+11,,12,562727,8600914547,,0,4,5,0,0,0,0,1,0,0,9636702355,4.47E+11,5,1,0,1,1,2,2,1,3,1,4,0,0,3
Dietrich Stitch,1,02-03-2001,21,Mr.Stitch,Mrs.Stitch,-,1,1,3.39E+11,,8,597327,8043235374,,0,3,2,0,0,0,1,1,1,0,9060974716,3.58E+11,2,1,0,0,1,1,2,3,2,1,3,0,1,3
Vivyan Money,1,30-11-2004,17,Mr.Money,Mrs.Money,-,0,2,6.57E+11,,6,899122,8768480933,,0,2,5,1,0,1,1,1,1,0,9106901891,9.43E+11,3,3,0,0,0,1,3,1,1,1,1,0,1,4
Neils Tonsley,0,13-01-2003,19,Mr.Tonsley,Mrs.Tonsley,-,0,1,8.70E+11,,28,341020,8066955579,,0,3,4,0,1,1,1,1,0,0,9287639917,3.18E+11,5,4,0,1,1,2,2,3,3,1,1,0,1,5
Johna St. Ledger,0,28-10-2000,21,Mr.St.,Mrs.St.,-,1,2,3.00E+11,,21,666703,9126442034,,0,3,4,1,1,1,0,1,1,1,9426337871,9.93E+11,2,1,0,0,1,0,3,2,4,1,3,0,0,8
Gage Sheryne,1,24-10-2007,14,Mr.Sheryne,Mrs.Sheryne,-,0,2,1.95E+11,,6,254766,9736044167,,0,2,5,0,0,1,1,1,1,1,9272660583,1.12E+11,3,0,0,0,1,0,3,5,3,0,2,1,1,8
Currey Thorlby,1,16-10-2007,14,Mr.Thorlby,Mrs.Thorlby,-,1,1,2.31E+11,,6,656626,8619919133,,1,3,7,0,0,1,1,1,0,0,9242587459,7.32E+11,2,4,0,0,1,2,2,3,4,1,2,0,1,5
Roddy Carmo,0,24-03-2007,15,Mr.Carmo,Mrs.Carmo,-,0,2,9.91E+11,,16,398724,9570833893,,1,1,4,0,1,1,1,1,0,1,9770620768,5.25E+11,2,2,1,1,0,0,3,5,1,0,2,1,1,8
Waldon Cliss,0,30-05-2005,17,Mr.Cliss,Mrs.Cliss,-,0,1,9.69E+11,,12,229199,8889776183,,0,2,7,0,1,1,0,1,1,1,7945560881,4.48E+11,4,4,1,0,1,2,2,1,2,0,2,1,1,7
Collette Jude,0,18-07-2003,19,Mr.Jude,Mrs.Jude,-,0,1,1.87E+11,,13,357636,8628625101,,1,4,7,0,1,1,0,1,0,0,9290021312,3.75E+11,1,3,1,1,1,1,2,4,2,1,4,1,1,6
Web Pleat,1,07-09-2006,16,Mr.Pleat,Mrs.Pleat,-,1,1,5.09E+11,,14,379607,9312951000,,0,3,1,1,0,0,1,1,1,0,8704323915,8.59E+11,1,5,0,0,0,1,2,5,4,1,4,0,1,4
Rafferty Lappin,0,18-12-2006,15,Mr.Lappin,Mrs.Lappin,-,0,1,2.42E+11,,3,476318,9790986451,,0,2,6,0,0,1,0,1,1,1,8002363764,4.04E+11,5,0,1,0,1,2,2,1,4,0,1,1,0,7
Des Niland,1,14-11-2006,15,Mr.Niland,Mrs.Niland,-,0,2,9.75E+11,,30,616835,9928727826,,0,3,2,0,0,1,1,1,1,1,9973138518,6.92E+11,0,0,1,1,1,0,3,5,4,1,3,0,1,10
Katleen Baud,1,19-03-2002,20,Mr.Baud,Mrs.Baud,-,0,1,8.84E+11,,12,689278,9071084503,,0,3,2,0,1,1,1,1,0,1,8992687152,2.83E+11,0,0,1,0,0,2,2,5,3,1,2,1,0,8
Elvera Kinnane,1,24-04-2005,17,Mr.Kinnane,Mrs.Kinnane,-,0,1,9.67E+11,,11,946490,8506029793,,0,4,2,0,1,1,0,1,0,0,9400311235,1.23E+11,5,4,1,0,0,0,2,4,4,0,1,1,0,6
Jefferson Strangward,0,03-01-2007,15,Mr.Strangward,Mrs.Strangward,-,0,1,7.84E+11,,25,901565,9613642621,,0,1,6,1,1,0,1,1,0,0,9866758525,3.26E+11,2,4,1,0,1,2,2,2,2,1,1,0,0,5
Larine Berthomieu,0,07-02-2003,19,Mr.Berthomieu,Mrs.Berthomieu,-,0,2,6.52E+11,,24,400379,9787145428,,0,3,6,1,0,1,0,1,0,0,8983385302,5.74E+11,3,3,0,0,0,1,3,5,4,1,2,1,0,6
Aliza Fanner,0,09-11-2008,13,Mr.Fanner,Mrs.Fanner,-,0,2,2.91E+11,,9,304723,8322683970,,0,3,4,0,1,1,1,1,0,0,9407440791,8.69E+11,5,4,0,1,0,1,3,3,2,1,1,0,1,4
Rani Bridle,1,29-11-2001,20,Mr.Bridle,Mrs.Bridle,-,1,1,8.54E+11,,17,168783,9651293284,,1,3,4,0,1,1,0,1,1,1,8156155564,1.14E+11,4,1,0,1,0,0,2,4,4,0,2,0,1,7
Janean Boanas,0,17-08-2008,14,Mr.Boanas,Mrs.Boanas,-,0,1,2.56E+11,,9,314897,9621110697,,0,2,1,0,1,1,0,1,0,0,9412154228,5.26E+11,2,5,0,1,0,1,2,5,1,1,3,0,1,6
Star Boyat,1,15-11-2000,21,Mr.Boyat,Mrs.Boyat,-,1,1,9.96E+11,,10,494154,8607017771,,0,4,7,1,0,1,1,1,0,0,8588531656,8.14E+11,4,4,1,0,1,2,2,1,3,1,4,0,0,4
Errick Crake,1,04-11-2008,13,Mr.Crake,Mrs.Crake,-,0,1,6.36E+11,,19,451867,9643718311,,1,2,3,0,1,0,0,1,1,0,9258790301,9.30E+11,4,4,0,1,0,2,2,2,4,1,1,0,1,4
Laurena Gingedale,0,19-12-2000,21,Mr.Gingedale,Mrs.Gingedale,-,0,2,1.61E+11,,7,119892,7821382995,,0,2,4,1,1,1,1,1,0,1,8852437604,4.27E+11,1,0,0,1,1,1,3,2,4,0,1,1,1,9
Derek Pahler,1,22-07-2003,19,Mr.Pahler,Mrs.Pahler,-,1,1,6.69E+11,,28,459870,8981810271,,0,4,5,1,1,1,1,1,1,1,8109842909,8.47E+11,3,2,1,0,0,2,2,1,2,0,2,1,1,7
Shaine Spinetti,1,13-04-2001,21,Mr.Spinetti,Mrs.Spinetti,-,0,1,6.14E+11,,17,200250,9259010020,,0,1,7,1,1,1,1,1,0,0,9035653043,8.81E+11,1,3,0,0,1,2,2,2,3,0,4,1,0,6
Cindee Bruna,1,22-12-2004,17,Mr.Bruna,Mrs.Bruna,-,1,2,3.86E+11,,21,783504,9480463845,,1,1,2,0,1,1,0,1,1,1,9701764154,8.37E+11,5,0,1,1,1,1,3,2,2,0,4,0,1,7
Valerie Rowlatt,0,03-12-2003,18,Mr.Rowlatt,Mrs.Rowlatt,-,0,1,2.17E+11,,24,348784,9124861564,,1,3,4,0,0,0,0,1,1,0,9074340921,3.51E+11,3,1,1,0,0,2,2,4,1,1,3,0,1,3
Rogers Elstow,0,30-05-2002,20,Mr.Elstow,Mrs.Elstow,-,0,2,5.55E+11,,21,315353,9065190557,,0,4,7,1,1,1,1,1,1,0,8752318716,9.18E+11,3,5,1,0,0,0,3,1,1,1,2,0,1,6
Danny Griffiths,0,28-09-2004,17,Mr.Griffiths,Mrs.Griffiths,-,1,1,7.25E+11,,23,572708,9294596585,,0,4,6,0,1,1,0,1,0,1,8706686825,5.45E+11,1,0,0,1,1,2,2,5,4,1,2,1,1,8
Benny Calveley,1,18-05-2008,14,Mr.Calveley,Mrs.Calveley,-,0,1,7.58E+11,,32,189642,9204419850,,1,3,3,1,1,0,1,1,1,0,8950322049,1.15E+11,4,2,0,1,0,2,2,4,1,0,2,0,0,5
Annecorinne Guilliland,0,16-09-2004,17,Mr.Guilliland,Mrs.Guilliland,-,0,1,3.32E+11,,6,196189,9534406042,,0,4,2,0,1,1,0,1,0,0,9686493823,9.10E+11,4,4,0,1,0,2,2,5,4,0,1,0,0,4
Larina Jandl,0,05-07-2007,15,Mr.Jandl,Mrs.Jandl,-,0,1,5.38E+11,,30,496594,9882731512,,0,3,5,0,1,0,1,1,0,0,9490513101,6.64E+11,4,1,0,1,0,0,2,5,1,1,2,0,1,6
Grace Cissen,0,18-02-2006,16,Mr.Cissen,Mrs.Cissen,-,0,2,3.60E+11,,3,962173,9963456304,,1,3,2,0,0,0,0,1,1,0,9322234111,7.55E+11,5,5,0,1,0,1,3,2,1,1,3,0,0,3
Reuven Papaccio,0,12-07-2000,22,Mr.Papaccio,Mrs.Papaccio,-,0,2,1.26E+11,,31,448518,7997707511,,0,4,3,0,1,0,0,1,0,0,9714859233,4.42E+11,3,4,1,0,1,0,3,2,3,0,4,1,1,5
Eugine Ivanishev,0,07-03-2007,15,Mr.Ivanishev,Mrs.Ivanishev,-,0,2,9.64E+11,,26,890236,8224959129,,1,1,7,0,0,1,0,1,1,1,9533071223,1.95E+11,4,1,1,0,1,0,3,1,1,0,2,1,0,7
Frank Turfus,1,20-07-2003,19,Mr.Turfus,Mrs.Turfus,-,0,2,5.24E+11,,15,290616,8899365615,,1,3,4,1,0,0,1,1,1,0,7799570052,9.99E+11,4,0,1,0,1,0,3,3,3,0,1,0,1,6
Devonne Pughe,1,17-01-2003,19,Mr.Pughe,Mrs.Pughe,-,1,2,2.10E+11,,17,741239,9069743088,,1,1,7,0,1,0,1,1,0,0,9593680651,7.35E+11,5,4,0,1,0,0,3,3,4,0,1,0,0,5
Fiorenze Matheson,0,11-09-2007,15,Mr.Matheson,Mrs.Matheson,-,0,2,5.66E+11,,32,458020,8565466773,,1,4,4,1,0,0,1,1,0,0,8076260911,9.45E+11,1,5,1,1,0,0,3,4,2,0,1,1,0,5
Vite Yerrell,0,18-12-2002,19,Mr.Yerrell,Mrs.Yerrell,-,0,2,8.81E+11,,5,474281,9305911463,,1,1,2,0,1,1,0,1,1,1,8541761598,9.89E+11,3,1,0,1,1,2,3,2,3,0,3,1,0,7
Locke Reinhardt,1,12-09-2002,20,Mr.Reinhardt,Mrs.Reinhardt,-,0,1,5.90E+11,,30,935356,9938913111,,0,1,1,0,0,0,0,1,1,0,9633645924,5.94E+11,1,5,0,1,1,2,2,1,1,1,1,1,0,5
Sherill Grzegorek,0,04-06-2002,20,Mr.Grzegorek,Mrs.Grzegorek,-,1,2,3.25E+11,,13,600512,9929128435,,0,1,4,0,1,1,1,1,0,0,9848118143,8.75E+11,1,5,0,1,1,0,3,5,3,1,1,0,0,6
Ferdinande Massy,1,22-01-2007,15,Mr.Massy,Mrs.Massy,-,0,1,3.29E+11,,7,178218,9181178434,,1,4,3,0,0,1,0,1,0,0,9318491413,3.04E+11,2,3,1,0,1,0,2,2,2,0,4,1,0,5
Alanson Willarton,0,16-12-2007,14,Mr.Willarton,Mrs.Willarton,-,1,2,1.23E+11,,10,356676,9687726786,,0,4,4,0,1,0,0,1,0,0,8658206917,3.69E+11,5,1,1,1,0,1,3,5,4,0,4,0,0,4
Gaby Bloodworth,1,18-08-2008,14,Mr.Bloodworth,Mrs.Bloodworth,-,1,2,4.06E+11,,13,912541,9266931659,,1,2,2,1,1,0,1,1,0,0,7903916325,5.76E+11,2,1,1,0,1,2,3,5,3,1,4,1,0,6
Jerri Caulier,0,31-10-2002,19,Mr.Caulier,Mrs.Caulier,-,0,1,3.79E+11,,12,445136,8135124539,,1,1,1,1,1,0,1,1,1,0,9666607738,6.07E+11,0,4,0,0,0,1,2,3,2,0,4,1,1,6
Emile Tumelty,1,28-10-2005,16,Mr.Tumelty,Mrs.Tumelty,-,0,1,4.72E+11,,23,812347,8576480849,,0,1,6,1,0,0,1,1,1,0,8761236930,8.18E+11,3,1,0,0,0,0,2,3,3,1,1,0,0,3
Consolata Frammingham,1,12-11-2006,15,Mr.Frammingham,Mrs.Frammingham,-,0,2,7.51E+11,,32,703633,8638089420,,1,4,5,0,1,1,0,1,1,0,8810529162,1.36E+11,2,4,0,1,0,1,3,3,3,1,4,0,0,4
Lanna Dowles,1,19-07-2007,15,Mr.Dowles,Mrs.Dowles,-,0,1,1.50E+11,,18,323763,8696968214,,0,1,7,1,1,1,1,1,0,0,8912670226,2.17E+11,5,1,0,0,0,1,2,3,4,0,1,0,1,5
Nil Warmisham,0,25-06-2007,15,Mr.Warmisham,Mrs.Warmisham,-,0,2,6.79E+11,,5,477960,9025923211,,0,1,1,0,0,1,1,1,0,1,8495162443,7.67E+11,0,3,1,1,1,0,3,3,4,1,3,1,0,11
Anastassia Pendlington,1,20-09-2004,17,Mr.Pendlington,Mrs.Pendlington,-,0,2,7.98E+11,,7,511453,9928804602,,1,1,1,1,1,0,0,1,1,0,8223094203,8.28E+11,1,2,0,0,1,1,3,2,2,1,4,0,0,5
Fernande Whittlesee,1,09-02-2006,16,Mr.Whittlesee,Mrs.Whittlesee,-,0,2,8.54E+11,,25,577779,8577881954,,0,2,7,1,0,1,0,1,0,1,8612668441,6.28E+11,5,0,0,1,0,2,3,2,2,0,3,1,0,7
Zondra Montfort,1,27-11-2005,16,Mr.Montfort,Mrs.Montfort,-,0,1,2.86E+11,,3,968716,9509343456,,0,4,4,0,0,1,0,1,0,0,9944514114,5.12E+11,2,2,1,1,1,1,2,5,3,1,3,1,0,6
Theresa Ouldcott,1,16-01-2002,20,Mr.Ouldcott,Mrs.Ouldcott,-,0,1,3.22E+11,,33,973071,8328490409,,0,3,7,0,1,1,0,1,1,0,8842775064,9.44E+11,3,1,0,1,0,0,2,2,1,1,4,0,1,5
Sloane Jereatt,0,10-06-2006,16,Mr.Jereatt,Mrs.Jereatt,-,0,2,5.66E+11,,26,340114,7789123250,,0,3,7,0,0,0,0,1,0,0,9181996163,3.41E+11,0,2,1,1,0,2,3,2,2,1,2,1,0,6
Bobby Mingaud,0,08-05-2004,18,Mr.Mingaud,Mrs.Mingaud,-,0,1,6.18E+11,,2,767516,9065302272,,0,1,3,1,1,0,1,1,0,0,7982708277,3.08E+11,0,5,0,0,0,1,2,3,1,0,1,0,1,4
Zelma Ruffle,0,25-11-2007,14,Mr.Ruffle,Mrs.Ruffle,-,0,1,4.03E+11,,6,544018,8317519493,,1,1,2,0,0,0,0,1,1,0,8075518086,1.97E+11,2,2,0,0,1,2,2,5,2,0,4,0,0,2
Gunner de Guise,1,15-04-2007,15,Mr.de,Mrs.de,-,0,2,2.21E+11,,13,966499,9778268666,,1,3,7,0,0,1,1,1,0,0,8627430834,4.55E+11,2,4,0,1,0,2,3,1,4,1,4,0,1,4
Jasmine Knoles,0,20-12-2004,17,Mr.Knoles,Mrs.Knoles,-,1,2,1.56E+11,,26,942953,8339428710,,1,3,4,1,1,0,1,1,1,1,9760764466,4.73E+11,0,5,0,1,1,2,3,5,3,0,4,1,1,7
Niko Jellico,1,03-11-2003,18,Mr.Jellico,Mrs.Jellico,-,0,1,6.22E+11,,15,211524,8939433469,,1,4,1,0,1,1,0,1,1,0,9611477021,1.86E+11,4,5,0,1,0,2,2,1,3,0,3,1,0,6
Garvey Cremins,1,27-02-2001,21,Mr.Cremins,Mrs.Cremins,-,0,1,6.49E+11,,32,541633,8988021197,,1,1,3,0,0,1,1,1,0,1,9412610607,9.14E+11,0,5,1,0,1,1,2,1,1,1,3,1,1,7
Ollie Liven,1,03-12-2007,14,Mr.Liven,Mrs.Liven,-,0,1,5.27E+11,,13,619541,9903900579,,1,3,4,0,1,0,1,1,1,1,9024882795,1.91E+11,5,1,1,1,1,0,2,2,4,0,1,1,0,8
Orlan Scawton,1,28-09-2003,18,Mr.Scawton,Mrs.Scawton,-,0,1,2.43E+11,,2,970564,8875180643,,1,1,6,1,0,0,1,1,1,1,9907429788,7.15E+11,4,0,1,1,1,2,2,4,3,0,1,1,1,7
Doti Rameau,1,23-03-2008,14,Mr.Rameau,Mrs.Rameau,-,0,2,7.63E+11,,30,354137,9687028811,,0,2,3,1,1,1,0,1,0,1,9378606997,4.73E+11,1,2,0,1,1,1,3,2,1,1,1,1,1,7
Alistair Totton,0,29-11-2004,17,Mr.Totton,Mrs.Totton,-,0,1,6.62E+11,,33,614300,9982468430,,0,1,1,1,0,0,1,1,0,0,9418672467,5.80E+11,4,4,1,1,0,2,2,3,3,1,2,0,0,6
Boycie Duffie,1,01-10-2006,15,Mr.Duffie,Mrs.Duffie,-,0,1,9.29E+11,,18,344359,9404666869,,0,3,7,1,0,0,0,1,1,1,7927136415,7.83E+11,0,3,1,1,1,1,2,4,3,1,3,0,1,7
Clywd MacCallam,0,06-03-2003,19,Mr.MacCallam,Mrs.MacCallam,-,0,1,7.18E+11,,11,747933,9094178236,,1,4,7,0,0,0,1,1,1,0,8673384377,9.48E+11,1,2,0,1,0,2,2,1,3,0,1,0,1,1
